Universidade,Link_DGES,Nome,Estado da IES,Unidade Organica,Subsistema,Natureza,Tipo de ensino,Link_Website,Morada,Código Postal,Telefone,Email,Distrito
Faculdade de Medicina - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/223,Universidade de Lisboa,Ativa,Faculdade de Medicina - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.fm.ul.pt,"Av. Prof. Egas Moniz, Lisboa","1649-028, Lisboa
",+351217975160,fml@medicina.ulisboa.pt,http://www.fm.ul.pt
Faculdade de Medicina Dentária - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/224,Universidade de Lisboa,Ativa,Faculdade de Medicina Dentária - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.fmd.ul.pt,"Alameda da Universidade, Lisboa","1649-003, Lisboa
",+351217922600,geral@fmd.ulisboa.pt,http://www.fmd.ul.pt
Faculdade de Medicina Veterinária - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/225,Universidade de Lisboa,Ativa,Faculdade de Medicina Veterinária - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.fmv.ulisboa.pt,"Av.ª da Universidade Técnica - Polo Universitário da Ajuda, Lisboa","1300-477, Lisboa
",+351213652800,cg@fmv.ulisboa.pt,http://www.fmv.ulisboa.pt
Faculdade de Motricidade Humana - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/226,Universidade de Lisboa,Ativa,Faculdade de Motricidade Humana - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.fmh.ulisboa.pt,"Estr. da Costa, Cruz Quebrada","1495-688, Oeiras
",+351214149100,fmh@fmh.ulisboa.pt,http://www.fmh.ulisboa.pt
Faculdade de Psicologia - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/227,Universidade de Lisboa,Ativa,Faculdade de Psicologia - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.psicologia.ulisboa.pt/,"Alameda da Universidade, Lisboa","1649-013, Lisboa
",+351217943600,geral@psicologia.ulisboa.pt,http://www.psicologia.ulisboa.pt/
Instituto Superior Técnico - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/234,Universidade de Lisboa,Ativa,Instituto Superior Técnico - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.ist.utl.pt/,"Av. Rovisco Pais, 1, Lisboa","1049-001, Lisboa
",+351218417000,mail@tecnico.ulisboa.pt,http://www.ist.utl.pt/
Instituto Superior Técnico (Tagus Park) - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/235,Universidade de Lisboa,Ativa,Instituto Superior Técnico (Tagus Park) - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.ist.utl.pt/,"Av. Prof. Doutor Cavaco Silva, Porto Salvo","2744-016, Oeiras
",+351214233200,mail@tecnico.ulisboa.pt,http://www.ist.utl.pt/
Instituto Superior de Agronomia - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/231,Universidade de Lisboa,Ativa,Instituto Superior de Agronomia - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.isa.ulisboa.pt,"Tapada da Ajuda, Lisboa","1349-017, Lisboa
",+351213653100,cgisa@isa.ulisboa.pt,http://www.isa.ulisboa.pt
Instituto Superior de Ciências Sociais e Políticas - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/232,Universidade de Lisboa,Ativa,Instituto Superior de Ciências Sociais e Políticas - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.iscsp.ulisboa.pt,"Rua Almerindo Lessa - Pólo Universitário da Ajuda, Lisboa","1300-663, Lisboa
",+351213619430,geral@iscsp.ulisboa.pt,http://www.iscsp.ulisboa.pt
Instituto Superior de Economia e Gestão - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/233,Universidade de Lisboa,Ativa,Instituto Superior de Economia e Gestão - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.iseg.ulisboa.pt,"Rua do Quelhas, 6, Lisboa","1200-781, Lisboa
",+351213925800,presidencia@iseg.ulisboa.pt,http://www.iseg.ulisboa.pt
Instituto de Ciências Sociais - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/228,Universidade de Lisboa,Ativa,Instituto de Ciências Sociais - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.ics.ul.pt/,"Avenida Professor Aníbal de Bettencourt, 9, Lisboa","1600-189, Lisboa
",+351217804700,instituto.ciencias.sociais@ics.ul.pt,http://www.ics.ul.pt/
Instituto de Educação - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/229,Universidade de Lisboa,Ativa,Instituto de Educação - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.ie.ul.pt,"Alameda da Universidade, Lisboa","1649-013, Lisboa
",+351217943633,geral@ie.ulisboa.pt,http://www.ie.ul.pt
Instituto de Geografia e Ordenamento do Território - Universidade de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/230,Universidade de Lisboa,Ativa,Instituto de Geografia e Ordenamento do Território - Universidade de Lisboa,Público,Sem Natureza,Universitário,http://www.igot.ul.pt,"Edifício da Faculdade de Letras, Alameda da Universidade, Lisboa","1600-214, Lisboa
",+351210443000,igot@ulisboa.pt,http://www.igot.ul.pt
Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_ies/11,Universidade de Trás-os-Montes e Alto Douro,Ativa,Unidade Principal,Público,Universidade,Universitário,http://www.utad.pt,"Alameda Professor Doutor Fernando Nunes Real- Quinta de Prados, Vila Real","5004-002, Vila Real
",+351259350000,reitor@utad.pt,http://www.utad.pt
Escola Superior de Saúde - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/210,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola Superior de Saúde - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Politécnico,http://www.esevr.pt,"Lugar do Tojal - Lordelo, Longueirinha","5000-323, Vila Real
",+351259309530,esevr@mail.telepac.pt,http://www.esevr.pt
Escola de Ciências Agrárias e Veterinárias - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/205,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências Agrárias e Veterinárias - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Alameda Professor Doutor Fernando Nunes Real- Quinta de Prados, Vila Real","5004-002, Vila Real
",+351259350000,sececav@utad.pt,http://www.utad.pt
Escola de Ciências Humanas e Sociais - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/206,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências Humanas e Sociais - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Alameda Professor Doutor Fernando Nunes Real- Quinta de Prados, Vila Real","5004-002, Vila Real
",+351259350000,sechs@utad.pt,http://www.utad.pt
Escola de Ciências Humanas e Sociais (Chaves) - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/209,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências Humanas e Sociais (Chaves) - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Quinta de Montalvões - Outeiro Seco, Outeiro Seco","5400-673, Chaves
",+351276301690,sautad@utad.pt,http://www.utad.pt
Escola de Ciências da Vida e do Ambiente - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/208,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências da Vida e do Ambiente - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Alameda Professor Doutor Fernando Nunes Real- Quinta de Prados, Vila Real","5004-002, Vila Real
",+351259350000,eapecva@utad.pt,http://www.utad.pt
Escola de Ciências e Tecnologia - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/207,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências e Tecnologia - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Alameda Professor Doutor Fernando Nunes Real- Quinta de Prados, Vila Real","5004-002, Vila Real
",+351259350000,secretaria-ect@utad.pt,http://www.utad.pt
Escola Superior de Saúde - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/210,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola Superior de Saúde - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Politécnico,http://www.esevr.pt,"Lugar do Tojal - Lordelo, Longueirinha","5000-323, Vila Real
",+351259309530,esevr@mail.telepac.pt,http://www.esevr.pt
Escola de Ciências Agrárias e Veterinárias - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/205,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências Agrárias e Veterinárias - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Alameda Professor Doutor Fernando Nunes Real- Quinta de Prados, Vila Real","5004-002, Vila Real
",+351259350000,sececav@utad.pt,http://www.utad.pt
Escola de Ciências Humanas e Sociais - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/206,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências Humanas e Sociais - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Alameda Professor Doutor Fernando Nunes Real- Quinta de Prados, Vila Real","5004-002, Vila Real
",+351259350000,sechs@utad.pt,http://www.utad.pt
Escola de Ciências Humanas e Sociais (Chaves) - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/209,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências Humanas e Sociais (Chaves) - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Quinta de Montalvões - Outeiro Seco, Outeiro Seco","5400-673, Chaves
",+351276301690,sautad@utad.pt,http://www.utad.pt
Escola de Ciências da Vida e do Ambiente - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/208,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências da Vida e do Ambiente - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Alameda Professor Doutor Fernando Nunes Real- Quinta de Prados, Vila Real","5004-002, Vila Real
",+351259350000,eapecva@utad.pt,http://www.utad.pt
Escola de Ciências e Tecnologia - Universidade de Trás-os-Montes e Alto Douro,https://www.dges.gov.pt/simges/public/www/detalhes_uo/207,Universidade de Trás-os-Montes e Alto Douro,Ativa,Escola de Ciências e Tecnologia - Universidade de Trás-os-Montes e Alto Douro,Público,Sem Natureza,Universitário,http://www.utad.pt,"Alameda Professor Doutor Fernando Nunes Real- Quinta de Prados, Vila Real","5004-002, Vila Real
",+351259350000,secretaria-ect@utad.pt,http://www.utad.pt
Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_ies/7,Universidade de Évora,Ativa,Unidade Principal,Público,Universidade,Universitário,http://www.uevora.pt,"Colégio do Espírito Santo, Largo dos Colegiais, 2, Évora","7004-516, Évora
",+351266740800,uevora@uevora.pt,http://www.uevora.pt
Escola Superior de Enfermagem de São João de Deus - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/179,Universidade de Évora,Ativa,Escola Superior de Enfermagem de São João de Deus - Universidade de Évora,Público,Sem Natureza,Politécnico,http://www.esesjd.uevora.pt/,"Largo do Senhor da Pobreza, Évora","7000-811, Évora
",+351266730300,esesjd@uevora.pt,http://www.esesjd.uevora.pt/
Escola de Artes - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/177,Universidade de Évora,Ativa,Escola de Artes - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.uevora.pt,"Colégio Mateus d'Aranda - Rua do Raimundo, Évora","7000-803, Évora
",+351266760260,uevora@uevora.pt,http://www.uevora.pt
Escola de Ciências Sociais - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/178,Universidade de Évora,Ativa,Escola de Ciências Sociais - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.uevora.pt,"Largo dos Colegiais 2 - Apartado 94, Évora","7004-516, Évora
",+351266740800,gabreit@uevora.pt,http://www.uevora.pt
Escola de Ciências e Tecnologia - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/176,Universidade de Évora,Ativa,Escola de Ciências e Tecnologia - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.uevora.pt,"Largo dos Colegiais, 2, Évora","7000-803, Évora
",+351266740800,gabreit@uevora.pt,http://www.uevora.pt
Escola de Saúde e Desenvolvimento Humano - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/180,Universidade de Évora,Ativa,Escola de Saúde e Desenvolvimento Humano - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.uevora.pt,"Colégio Luis António Verney Rua Romão Ramalho, nº59, Évora","7000-671, Évora
",+351266740800,geral@esdh.uevora.pt,http://www.uevora.pt
Instituto de Investigação e Formação Avançada - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/175,Universidade de Évora,Ativa,Instituto de Investigação e Formação Avançada - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.iifa.uevora.pt,"Casa Cordovil - 2º Andar, R. da Mesquita, 7, Évora","7000-651, Évora
",+351266740800,iifa@uevora.pt,http://www.iifa.uevora.pt
Escola Superior de Enfermagem de São João de Deus - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/179,Universidade de Évora,Ativa,Escola Superior de Enfermagem de São João de Deus - Universidade de Évora,Público,Sem Natureza,Politécnico,http://www.esesjd.uevora.pt/,"Largo do Senhor da Pobreza, Évora","7000-811, Évora
",+351266730300,esesjd@uevora.pt,http://www.esesjd.uevora.pt/
Escola de Artes - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/177,Universidade de Évora,Ativa,Escola de Artes - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.uevora.pt,"Colégio Mateus d'Aranda - Rua do Raimundo, Évora","7000-803, Évora
",+351266760260,uevora@uevora.pt,http://www.uevora.pt
Escola de Ciências Sociais - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/178,Universidade de Évora,Ativa,Escola de Ciências Sociais - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.uevora.pt,"Largo dos Colegiais 2 - Apartado 94, Évora","7004-516, Évora
",+351266740800,gabreit@uevora.pt,http://www.uevora.pt
Escola de Ciências e Tecnologia - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/176,Universidade de Évora,Ativa,Escola de Ciências e Tecnologia - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.uevora.pt,"Largo dos Colegiais, 2, Évora","7000-803, Évora
",+351266740800,gabreit@uevora.pt,http://www.uevora.pt
Escola de Saúde e Desenvolvimento Humano - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/180,Universidade de Évora,Ativa,Escola de Saúde e Desenvolvimento Humano - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.uevora.pt,"Colégio Luis António Verney Rua Romão Ramalho, nº59, Évora","7000-671, Évora
",+351266740800,geral@esdh.uevora.pt,http://www.uevora.pt
Instituto de Investigação e Formação Avançada - Universidade de Évora,https://www.dges.gov.pt/simges/public/www/detalhes_uo/175,Universidade de Évora,Ativa,Instituto de Investigação e Formação Avançada - Universidade de Évora,Público,Sem Natureza,Universitário,http://www.iifa.uevora.pt,"Casa Cordovil - 2º Andar, R. da Mesquita, 7, Évora","7000-651, Évora
",+351266740800,iifa@uevora.pt,http://www.iifa.uevora.pt
Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_ies/3,Universidade do Algarve,Ativa,Unidade Principal,Público,Universidade,Universitário,http://www.ualg.pt,"Estrada da Penha, Faro","8005-139, Faro
",+351289800100,info@ualg.pt,http://www.ualg.pt
Escola Superior de Educação e Comunicação - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/155,Universidade do Algarve,Ativa,Escola Superior de Educação e Comunicação - Universidade do Algarve,Público,Sem Natureza,Politécnico,https://esec.ualg.pt/,"Campus da Penha, Faro","8005-139, Faro
",+351289800127,esecsec@ualg.pt,https://esec.ualg.pt/
"Escola Superior de Gestão, Hotelaria e Turismo - Universidade do Algarve",https://www.dges.gov.pt/simges/public/www/detalhes_uo/156,Universidade do Algarve,Ativa,"Escola Superior de Gestão, Hotelaria e Turismo - Universidade do Algarve",Público,Sem Natureza,Politécnico,https://esght.ualg.pt/,"Campus da Penha - ESGHT, Faro","8005-139, Faro
",+351289800100,diretoresght@ualg.pt,https://esght.ualg.pt/
"Escola Superior de Gestão, Hotelaria e Turismo (Portimão) - Universidade do Algarve",https://www.dges.gov.pt/simges/public/www/detalhes_uo/158,Universidade do Algarve,Ativa,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão) - Universidade do Algarve",Público,Sem Natureza,Politécnico,http://esght.ualg.pt,"Largo Eng.º Sárrea Prado, nº 21, Portimão","8501-859, Portimão
",+351282417641,coordenadorptmesght@ualg.pt,http://esght.ualg.pt
Escola Superior de Saúde - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/159,Universidade do Algarve,Ativa,Escola Superior de Saúde - Universidade do Algarve,Público,Sem Natureza,Politécnico,http://ess.ualg.pt/,"Campus de Gambelas, Edifício 1, Faro","8005-139, Faro
",+351289800100,diretoressualg@ualg.pt,http://ess.ualg.pt/
Faculdade de Ciências Humanas e Sociais - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/152,Universidade do Algarve,Ativa,Faculdade de Ciências Humanas e Sociais - Universidade do Algarve,Público,Sem Natureza,Universitário,http://www.fchs.ualg.pt,"Campus de Gambelas, Edifício 1, Faro","8005-139, Faro
",+351289800908,diretorfchs@ualg.pt,http://www.fchs.ualg.pt
Faculdade de Ciências e Tecnologia - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/153,Universidade do Algarve,Ativa,Faculdade de Ciências e Tecnologia - Universidade do Algarve,Público,Sem Natureza,Universitário,http://www.fct.ualg.pt,"Campus de Gambelas, Edifício 8, Faro","8005-139, Faro
",+351289800953,fct@ualg.pt,http://www.fct.ualg.pt
Faculdade de Economia - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/154,Universidade do Algarve,Ativa,Faculdade de Economia - Universidade do Algarve,Público,Sem Natureza,Universitário,http://fe.ualg.pt,"Campus de Gambelas, Edifício 9, Faro","8005-139, Faro
",+351289800915,diretorfeualg@ualg.pt,http://fe.ualg.pt
Faculdade de Medicina e Ciências Biomédicas - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/160,Universidade do Algarve,Ativa,Faculdade de Medicina e Ciências Biomédicas - Universidade do Algarve,Público,Sem Natureza,Universitário,https://dcbm.ualg.pt/,"Campus de Gambelas, Edifício 2 - Ala Norte, Faro","8005-139, Faro
",+351289800095,dcbm@ualg.pt,https://dcbm.ualg.pt/
Instituto Superior de Engenharia - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/157,Universidade do Algarve,Ativa,Instituto Superior de Engenharia - Universidade do Algarve,Público,Sem Natureza,Politécnico,https://ise.ualg.pt/pt,"Campus de Penha - ISE, Faro","8005-139, Faro
",+351289800124,diretorise@ualg.pt,https://ise.ualg.pt/pt
Escola Superior de Educação e Comunicação - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/155,Universidade do Algarve,Ativa,Escola Superior de Educação e Comunicação - Universidade do Algarve,Público,Sem Natureza,Politécnico,https://esec.ualg.pt/,"Campus da Penha, Faro","8005-139, Faro
",+351289800127,esecsec@ualg.pt,https://esec.ualg.pt/
"Escola Superior de Gestão, Hotelaria e Turismo - Universidade do Algarve",https://www.dges.gov.pt/simges/public/www/detalhes_uo/156,Universidade do Algarve,Ativa,"Escola Superior de Gestão, Hotelaria e Turismo - Universidade do Algarve",Público,Sem Natureza,Politécnico,https://esght.ualg.pt/,"Campus da Penha - ESGHT, Faro","8005-139, Faro
",+351289800100,diretoresght@ualg.pt,https://esght.ualg.pt/
"Escola Superior de Gestão, Hotelaria e Turismo (Portimão) - Universidade do Algarve",https://www.dges.gov.pt/simges/public/www/detalhes_uo/158,Universidade do Algarve,Ativa,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão) - Universidade do Algarve",Público,Sem Natureza,Politécnico,http://esght.ualg.pt,"Largo Eng.º Sárrea Prado, nº 21, Portimão","8501-859, Portimão
",+351282417641,coordenadorptmesght@ualg.pt,http://esght.ualg.pt
Escola Superior de Saúde - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/159,Universidade do Algarve,Ativa,Escola Superior de Saúde - Universidade do Algarve,Público,Sem Natureza,Politécnico,http://ess.ualg.pt/,"Campus de Gambelas, Edifício 1, Faro","8005-139, Faro
",+351289800100,diretoressualg@ualg.pt,http://ess.ualg.pt/
Faculdade de Ciências Humanas e Sociais - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/152,Universidade do Algarve,Ativa,Faculdade de Ciências Humanas e Sociais - Universidade do Algarve,Público,Sem Natureza,Universitário,http://www.fchs.ualg.pt,"Campus de Gambelas, Edifício 1, Faro","8005-139, Faro
",+351289800908,diretorfchs@ualg.pt,http://www.fchs.ualg.pt
Faculdade de Ciências e Tecnologia - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/153,Universidade do Algarve,Ativa,Faculdade de Ciências e Tecnologia - Universidade do Algarve,Público,Sem Natureza,Universitário,http://www.fct.ualg.pt,"Campus de Gambelas, Edifício 8, Faro","8005-139, Faro
",+351289800953,fct@ualg.pt,http://www.fct.ualg.pt
Faculdade de Economia - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/154,Universidade do Algarve,Ativa,Faculdade de Economia - Universidade do Algarve,Público,Sem Natureza,Universitário,http://fe.ualg.pt,"Campus de Gambelas, Edifício 9, Faro","8005-139, Faro
",+351289800915,diretorfeualg@ualg.pt,http://fe.ualg.pt
Faculdade de Medicina e Ciências Biomédicas - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/160,Universidade do Algarve,Ativa,Faculdade de Medicina e Ciências Biomédicas - Universidade do Algarve,Público,Sem Natureza,Universitário,https://dcbm.ualg.pt/,"Campus de Gambelas, Edifício 2 - Ala Norte, Faro","8005-139, Faro
",+351289800095,dcbm@ualg.pt,https://dcbm.ualg.pt/
Instituto Superior de Engenharia - Universidade do Algarve,https://www.dges.gov.pt/simges/public/www/detalhes_uo/157,Universidade do Algarve,Ativa,Instituto Superior de Engenharia - Universidade do Algarve,Público,Sem Natureza,Politécnico,https://ise.ualg.pt/pt,"Campus de Penha - ISE, Faro","8005-139, Faro
",+351289800124,diretorise@ualg.pt,https://ise.ualg.pt/pt
Universidade do Minho,https://www.dges.gov.pt/simges/public/www/detalhes_ies/9,Universidade do Minho,Ativa,Unidade Principal,Público,Universidade,Universitário,http://www.uminho.pt,"Largo do Paço, Braga","4704-553, Braga
",+351253601109,gcii@reitoria.uminho.pt,http://www.uminho.pt
Escola Superior de Enfermagem - Universidade do Minho,https://www.dges.gov.pt/simges/public/www/detalhes_uo/190,Universidade do Minho,Ativa,Escola Superior de Enfermagem - Universidade do Minho,Público,Sem Natureza,Politécnico,http://www.ese.uminho.pt,"R. da Escola de Enfermagem, Braga","4700-208, Braga
",+351253601300,presidencia@ese.uminho.pt,http://www.ese.uminho.pt
Escola Superior de Enfermagem - Universidade do Minho,https://www.dges.gov.pt/simges/public/www/detalhes_uo/190,Universidade do Minho,Ativa,Escola Superior de Enfermagem - Universidade do Minho,Público,Sem Natureza,Politécnico,http://www.ese.uminho.pt,"R. da Escola de Enfermagem, Braga","4700-208, Braga
",+351253601300,presidencia@ese.uminho.pt,http://www.ese.uminho.pt
Universidade do Porto,https://www.dges.gov.pt/simges/public/www/detalhes_ies/10,Universidade do Porto,Ativa,Unidade Principal,Público,Universidade,Universitário,http://www.up.pt/,"Praça Gomes Teixeira, Porto","4099-002, Porto
",+351220408000,grp@reit.up.pt,http://www.up.pt/
Faculdade de Arquitetura - Universidade do Porto,https://www.dges.gov.pt/simges/public/www/detalhes_uo/192,Universidade do Porto,Ativa,Faculdade de Arquitetura - Universidade do Porto,Público,Sem Natureza,Universitário,http://www.fa.up.pt,"Via Panorâmica, Porto","4150-755, Porto
",+351226057100,webmaster@fba.up.pt,http://www.fa.up.pt
Faculdade de Belas-Artes - Universidade do Porto,https://www.dges.gov.pt/simges/public/www/detalhes_uo/204,Universidade do Porto,Ativa,Faculdade de Belas-Artes - Universidade do Porto,Público,Sem Natureza,Universitário,http://www.fba.up.pt,"Av. Rodrigues de Freitas, 265, Porto","4049-021, Porto
",+351225192400,expediente@fba.up.pt,http://www.fba.up.pt
Faculdade de Ciências - Universidade do Porto,https://www.dges.gov.pt/simges/public/www/detalhes_uo/193,Universidade do Porto,Ativa,Faculdade de Ciências - Universidade do Porto,Público,Sem Natureza,Universitário,http://www.fc.up.pt,"Rua do Campo Alegre, Porto","4169-007, Porto
",+351220402000,expediente@fc.up.pt,http://www.fc.up.pt
Faculdade de Ciências da Nutrição e da Alimentação - Universidade do Porto,https://www.dges.gov.pt/simges/public/www/detalhes_uo/191,Universidade do Porto,Ativa,Faculdade de Ciências da Nutrição e da Alimentação - Universidade do Porto,Público,Sem Natureza,Universitário,http://www.fcna.up.pt,"R. Dr. Roberto Frias, Porto","4200-465, Porto
",+351225074320,webmaster@fcna.up.pt,http://www.fcna.up.pt
Faculdade de Desporto - Universidade do Porto,https://www.dges.gov.pt/simges/public/www/detalhes_uo/201,Universidade do Porto,Ativa,Faculdade de Desporto - Universidade do Porto,Público,Sem Natureza,Universitário,http://www.fade.up.pt,"R. Dr. Plácido da Costa, 91, Porto","4200-450, Porto
",+351225074700,expediente@fade.up.pt,http://www.fade.up.pt
Faculdade de Direito - Universidade do Porto,https://www.dges.gov.pt/simges/public/www/detalhes_uo/203,Universidade do Porto,Ativa,Faculdade de Direito - Universidade do Porto,Público,Sem Natureza,Universitário,http://www.fd.up.pt,"Rua das Bragas, 223, Porto","4050-123, Porto
",+351222041600,webmaster@direito.up.pt,http://www.fd.up.pt
Faculdade de Economia - Universidade do Porto,https://www.dges.gov.pt/simges/public/www/detalhes_uo/194,Universidade do Porto,Ativa,Faculdade de Economia - Universidade do Porto,Público,Sem Natureza,Universitário,http://www.fep.up.pt,"R. Dr. Roberto Frias, Porto","4200-465, Porto
",+351225571100,geral@fep.up.pt,http://www.fep.up.pt
Faculdade de Engenharia - Universidade do Porto,https://www.dges.gov.pt/simges/public/www/detalhes_uo/195,Universidade do Porto,Ativa,Faculdade de Engenharia - Universidade do Porto,Público,Sem Natureza,Universitário,http://www.fe.up.pt,"R. Dr. Roberto Frias, Porto","4200-465, Porto
",+351225081400,feup@fe.up.pt,http://www.fe.up.pt
